instance,output,time
bmc/sat_11.transcendental.k4.smt2,unsat,8.7
metitarski/atan-problem-2-sqrt.smt2,timeout,1000
bmc/WBS_blue_faulty_arch4_02_p1.transcendental.k10.smt2,unsat,0.59
dreal-conv/flyspeck/793.smt2,timeout,1000
metitarski/math-overflow-problem-1-weak.smt2,unsat,0.02
dreal-conv/flyspeck/764.smt2,timeout,1000
metitarski/log-nest-exp-weak.smt2,unsat,0.06
bmc/djaballah_chaputot_kieffer_boussou_2015_ex1.transcendental.k10.smt2,sat,0.04
metitarski/asin-8-sqrt4.smt2,timeout,1000
metitarski/sin-problem-3.smt2,unsat,0.02
metitarski/log-upper-25.smt2,"error: yices_smt2: /build/libpoly0-udZsPE/libpoly0-2.0/src/utils/assignment.c:125: lp_assignment_get_value_approx: Assertion `lp_assignment_get_value(m, x)->type != LP_VALUE_NONE' failed. :: Command exited with non-zero status 21 :: 0.01",0.01
metitarski/trigpoly-351-3a-weak.smt2,error: yices_smt2: /build/libpoly0-udZsPE/libpoly0-2.0/src/polynomial/coefficient.c:3054: coefficient_resolve_algebraic: Assertion `coefficient_is_univariate(A_alg)' failed. :: Command exited with non-zero status 21 :: 1.60,1.6
bmc/synthetic_example1.transcendental.k2.smt2,sat (delta),0.01
dreal-conv/powersystems/dreal_file_4_20.smt2,timeout,1000
bmc/dumortier_llibre_artes_ex_1_11b.transcendental.k10.smt2,sat (delta),0.02
bmc/ben_sassi_girard_20104_moore_greitzer_jet.transcendental.k10.smt2,"error: yices_smt2: /build/libpoly0-udZsPE/libpoly0-2.0/src/utils/assignment.c:125: lp_assignment_get_value_approx: Assertion `lp_assignment_get_value(m, x)->type != LP_VALUE_NONE' failed. :: Command exited with non-zero status 21 :: 0.23",0.23
dreal-conv/flyspeck/887.smt2,timeout,1000
dreal-conv/flyspeck/637.smt2,timeout,1000
metitarski/trigpoly-355-6.smt2,timeout,1000
dreal-conv/flyspeck/435.smt2,timeout,1000
bmc/nav_11.transcendental.k5.smt2,unsat,0.26
metitarski/Arthan1.smt2,timeout,1000
metitarski/exp-upper-13.smt2,unsat,0.01
bmc/heater_11.transcendental.k10.smt2,timeout,1000
metitarski/exp-hyperbolic-2.smt2,sat (delta),0.01
dreal-conv/flyspeck/678.smt2,timeout,1000
metitarski/sqrt-problem-12vars2.smt2,unsat,56.92
metitarski/sin-error-analysis-Intel-1.smt2,sat (delta),0.06
metitarski/log-upper-18-sqrt-weak.smt2,unsat,0.02
bmc/nav_14.transcendental.k2.smt2,unsat,0.02
metitarski/exp-upper-10.smt2,unsat,0.03
metitarski/exp-upper-18.smt2,unsat,0.01
metitarski/abs-problem-14.smt2,unsat,0.03
metitarski/log-upper-9.smt2,unsat,0.01
dreal-conv/flyspeck/902.smt2,timeout,1000
bmc/freezer.k1.smt2,unsat,0.01
dreal-conv/flyspeck/514.smt2,timeout,1000
metitarski/asin-1.smt2,timeout,1000
bmc/heater_06.transcendental.k1.smt2,unsat,0.02
dreal-conv/tests/kinematic_misc_11.smt2,timeout,1000
dreal-conv/flyspeck/29.smt2,timeout,1000
metitarski/polypaver-bench-exp-3d.smt2,timeout,1000
dreal-conv/flyspeck/892.smt2,timeout,1000
dreal-conv/flyspeck/791.smt2,timeout,1000
metitarski/atan-problem-2-sqrt-weak.smt2,timeout,1000
bmc/sat_13.transcendental.k0.smt2,unsat,0.03
metitarski/ground-problem-20.smt2,unsat,0.01
bmc/dai_gan_xhia_zhan_jsc14_ex2.transcendental.k5.smt2,sat,0.02
dreal-conv/flyspeck/359.smt2,timeout,1000
metitarski/Chua-2-VC2-U-sincos.smt2,unsat,0.05
dreal-conv/flyspeck/596.smt2,timeout,1000
bmc/dumortier_llibre_artes_ex_5_1_ii.transcendental.k1.smt2,sat,0.01
bmc/heater_07.transcendental.k0.smt2,unsat,0.01
dreal-conv/flyspeck/400.smt2,timeout,1000
dreal-conv/tests/kinematic_misc_25.smt2,unsat,0.14
bmc/nav_04.transcendental.k3.smt2,unsat,0.1
dreal-conv/flyspeck/494.smt2,timeout,1000
bmc/stable_limit_cycle2.transcendental.k2.smt2,timeout,1000
dreal-conv/flyspeck/473.smt2,timeout,1000
dreal-conv/flyspeck/95.smt2,timeout,1000
bmc/nav_05.transcendental.k2.smt2,unsat,0.02
dreal-conv/flyspeck/362.smt2,timeout,1000
bmc/arrowsmith_and_place_fig_3_8_page_82.transcendental.k0.smt2,unsat,0.01
bmc/dumortier_llibre_artes_ex_5_2.transcendental.k4.smt2,sat (delta),0.07
metitarski/Nichols-Plot-Inverted-Pendulum-Fails-2-2.smt2,timeout,1000
bmc/nav_20.transcendental.k4.smt2,unsat,0.03
dreal-conv/flyspeck/385.smt2,timeout,1000
bmc/forsman_phd_ex_6_14_page_119.transcendental.k10.smt2,timeout,1000
bmc/arrowsmith_and_place_fig_1_32_page_14.transcendental.k0.smt2,unsat,0.01
metitarski/polypaver-sqrt-circles-1a.smt2,unsat,0.03
dreal-conv/flyspeck/819.smt2,timeout,1000
bmc/vinograd_system_chicone_1_145_page_80.transcendental.k4.smt2,timeout,1000
bmc/nav_12.transcendental.k5.smt2,unsat,2.06
bmc/WBS_blue_faulty_arch2_03_p1.transcendental.k4.smt2,sat (delta),3.93
bmc/dumortier_llibre_artes_ex_5_1_ii.transcendental.k3.smt2,sat,0.02
dreal-conv/flyspeck/857.smt2,timeout,1000
dreal-conv/flyspeck/86.smt2,timeout,1000
metitarski/trigpoly-357-3-sqrt.smt2,timeout,1000
bmc/nav_17.transcendental.k3.smt2,unsat,0.02
dreal-conv/flyspeck/389.smt2,timeout,1000
bmc/dumortier_llibre_artes_ex_1_9b.transcendental.k0.smt2,unsat,0.01
bmc/dumortier_llibre_artes_ex_5_13.transcendental.k5.smt2,sat,0.01
dreal-conv/flyspeck/904.smt2,timeout,1000
bmc/wiggins_ex_18_1_2.transcendental.k10.smt2,sat (delta),0.08
metitarski/exp-fun-ineq-b-weak.smt2,sat (delta),0.03
metitarski/sqrt-problem-Melquiond-weak.smt2,unsat,0.03
bmc/strogatz_ex_6_3_2.transcendental.k0.smt2,unsat,0.01
bmc/nav_02.transcendental.k0.smt2,unsat,0.01
dreal-conv/flyspeck/276.smt2,timeout,1000
bmc/WBS_blue_faulty_arch2_01_p1.transcendental.k2.smt2,sat (delta),0.75
metitarski/tan-problem-2.smt2,unsat,0.04
bmc/dai_gan_xhia_zhan_jsc14_ex2.transcendental.k10.smt2,"error: yices_smt2: /build/libpoly0-udZsPE/libpoly0-2.0/src/utils/assignment.c:125: lp_assignment_get_value_approx: Assertion `lp_assignment_get_value(m, x)->type != LP_VALUE_NONE' failed. :: Command exited with non-zero status 21 :: 0.06",0.06
bmc/WBS_blue_faulty_arch2_03_p1.transcendental.k5.smt2,sat (delta),2.33
dreal-conv/flyspeck/641.smt2,timeout,1000
dreal-conv/flyspeck/901.smt2,timeout,1000
bmc/dumortier_llibre_artes_ex_5_1_ii.transcendental.k5.smt2,sat (delta),0.03
bmc/dumortier_llibre_artes_ex_10_9.transcendental.k3.smt2,timeout,1000
bmc/liu_zhan_zhao_emsoft11_ex_25.transcendental.k5.smt2,error: yices_smt2: /build/libpoly0-udZsPE/libpoly0-2.0/src/polynomial/coefficient.c:3054: coefficient_resolve_algebraic: Assertion `coefficient_is_univariate(A_alg)' failed. :: Command exited with non-zero status 21 :: 0.04,0.04
metitarski/tan-problem-1-weak.smt2,timeout,1000
metitarski/trigpoly-356-3a-sin2x.smt2,unsat,60.61
dreal-conv/flyspeck/749.smt2,timeout,1000
dreal-conv/flyspeck/46.smt2,timeout,1000
metitarski/trigpoly-357-5-sqrt.smt2,timeout,1000
dreal-conv/flyspeck/711.smt2,timeout,1000
dreal-conv/flyspeck/70.smt2,timeout,1000
dreal-conv/flyspeck/154.smt2,timeout,1000
bmc/dumortier_llibre_artes_ex_1_9a.transcendental.k2.smt2,timeout,1000
bmc/sin_sat01.smt2,sat,0.01
dreal-conv/flyspeck/376.smt2,timeout,1000
bmc/WBS_blue_faulty_arch4_02_p0.transcendental.k0.smt2,unsat,0.03
metitarski/log-upper-4.smt2,unsat,0.01
dreal-conv/flyspeck/96.smt2,timeout,1000
bmc/nav_14.transcendental.k10.smt2,timeout,1000
metitarski/log-upper-18-weak.smt2,unsat,0.02
bmc/man_maccallum_goriely_page_57.transcendental.k3.smt2,sat,0.01
dreal-conv/flyspeck/699.smt2,timeout,1000
dreal-conv/flyspeck/616.smt2,timeout,1000
metitarski/cos-problem-10-weak.smt2,sat (delta),78.25
metitarski/asin-5.smt2,unsat,0.05
metitarski/Tunnel-2-IL.smt2,unsat,0.01
dreal-conv/flyspeck/465.smt2,timeout,1000
dreal-conv/flyspeck/639.smt2,timeout,1000
metitarski/sin-error-analysis-6.smt2,unsat,11.3
bmc/keymaera_nonlinear_diffcut.transcendental.k4.smt2,sat (delta),0.04
bmc/hamiltonian_system_1.transcendental.k0.smt2,unsat,0.01
dreal-conv/flyspeck/677.smt2,timeout,1000
dreal-conv/flyspeck/130.smt2,timeout,1000
metitarski/abs-problem-3.smt2,sat (delta),0.03
dreal-conv/flyspeck/436.smt2,timeout,1000
bmc/mirko_example_03.k10.smt2,error: Command exited with non-zero status 1 :: 0.56,0.56
bmc/sat_08.transcendental.k10.smt2,unsat,203.97
metitarski/CONVOI-weak2.smt2,unsat,1.15
dreal-conv/flyspeck/821.smt2,sat (delta),364.73
dreal-conv/tests/kinematic_misc_22.smt2,error: Command exited with non-zero status 1 :: 0.49,0.49
dreal-conv/flyspeck/581.smt2,timeout,1000
metitarski/trigpoly-355-4.smt2,error: Command exited with non-zero status 1 :: 4.89,4.89
bmc/nav_11.transcendental.k4.smt2,unsat,0.03
dreal-conv/flyspeck/397.smt2,timeout,1000
dreal-conv/flyspeck/22.smt2,timeout,1000
metitarski/trigpoly-351-2b.smt2,timeout,1000
metitarski/log-fun-ineq-f2.smt2,sat (delta),0.03
metitarski/sin-3425a-1var.smt2,timeout,1000
bmc/nav_10.transcendental.k5.smt2,unsat,0.88
dreal-conv/tests/kinematic_misc_18.smt2,timeout,1000
dreal-conv/flyspeck/597.smt2,timeout,1000
dreal-conv/powersystems/dreal_file_4_25.smt2,sat (delta),0.25
dreal-conv/flyspeck/523.smt2,timeout,1000
metitarski/ground-problem-14.smt2,unsat,0.01
metitarski/tan-3428c.smt2,unsat,0.02
dreal-conv/flyspeck/356.smt2,timeout,1000
dreal-conv/flyspeck/399.smt2,timeout,1000
metitarski/abs-problem-7.smt2,unsat,0.03
dreal-conv/flyspeck/487.smt2,timeout,1000
metitarski/sin-problem-1.smt2,unsat,0.06
bmc/nav_09.transcendental.k4.smt2,unsat,0.03
bmc/WBS_blue_faulty_arch4_01_p0.transcendental.k1.smt2,unsat,0.03
bmc/WBS_blue_faulty_arch4_02_p0.transcendental.k2.smt2,unsat,1.13
metitarski/Nichols-Plot-Disk-Drive-Meets-1-5.smt2,unsat,0.92
dreal-conv/flyspeck/335.smt2,timeout,1000
metitarski/exp-error-analysis-3.smt2,error: Command exited with non-zero status 1 :: 0.01,0.01
metitarski/log-fun-ineq-b2.smt2,sat (delta),0.02
bmc/dumortier_llibre_artes_ex_1_11b.transcendental.k5.smt2,sat,0.02
bmc/strogatz_ex_6_8_3.transcendental.k0.smt2,unsat,0.01
dreal-conv/powersystems/dreal_file_3_10.smt2,sat (delta),0.02
metitarski/cos-problem-9-weak.smt2,timeout,1000
bmc/nav_12.transcendental.k4.smt2,unsat,0.03
dreal-conv/flyspeck/558.smt2,timeout,1000
dreal-conv/flyspeck/82.smt2,timeout,1000
metitarski/cosec-problem-2a.smt2,timeout,1000
dreal-conv/flyspeck/541.smt2,timeout,1000
dreal-conv/flyspeck/713.smt2,timeout,1000
metitarski/sin-problem-10.smt2,timeout,1000
dreal-conv/powersystems/dreal_file_2_25.smt2,unsat,0.01
bmc/nav_11.transcendental.k3.smt2,unsat,0.02
dreal-conv/flyspeck/894.smt2,timeout,1000
bmc/heater_14.transcendental.k2.smt2,unsat,0.05
metitarski/asin-8.smt2,timeout,1000
dreal-conv/flyspeck/227.smt2,timeout,1000
dreal-conv/flyspeck/561.smt2,timeout,1000
metitarski/sin-problem-10-2-sqrt-weak.smt2,timeout,1000
bmc/unstable_unit_circle2.transcendental.k5.smt2,timeout,1000
metitarski/log-error-analysis-3-weak.smt2,sat (delta),0.02
bmc/WBS_blue_faulty_arch4_03_p1.transcendental.k5.smt2,unsat,1.75
metitarski/cos-problem-4.smt2,unsat,0.01
bmc/unstable_unit_circle1.transcendental.k4.smt2,error: yices_smt2: /build/libpoly0-udZsPE/libpoly0-2.0/src/number/value.c:958: lp_value_to_double: Assertion `0' failed. :: Command exited with non-zero status 21 :: 3.83,3.83
bmc/sat_01.transcendental.k1.smt2,unsat,0.04
metitarski/sin-3426-2a.smt2,timeout,1000
dreal-conv/flyspeck/327.smt2,timeout,1000
bmc/WBS_blue_faulty_arch4_03_p0.transcendental.k4.smt2,unsat,6.16
bmc/strogatz_ex_6_3_2.transcendental.k5.smt2,sat,0.02
bmc/heater_08.transcendental.k4.smt2,timeout,1000
dreal-conv/tests/05.smt2,timeout,1000
bmc/darboux_christoffel_int_goriely_page_58.transcendental.k4.smt2,sat (delta),0.05
metitarski/abs-problem-6.smt2,unsat,0.03
dreal-conv/flyspeck/451.smt2,timeout,1000
bmc/nav_19.transcendental.k1.smt2,unsat,0.01
bmc/nav_09.transcendental.k3.smt2,unsat,0.03
dreal-conv/tests/osmosis-hockey-ML4.smt2,timeout,1000
dreal-conv/flyspeck/149.smt2,timeout,1000
bmc/nav_20.transcendental.k10.smt2,unsat,7.81
dreal-conv/flyspeck/135.smt2,timeout,1000
metitarski/ground-problem-9.smt2,unsat,0.01
bmc/dai_gan_xhia_zhan_jsc14_ex5.transcendental.k10.smt2,sat (delta),261.28
metitarski/sin-cos-2var8.smt2,timeout,1000
bmc/nav_15.transcendental.k3.smt2,unsat,0.02
bmc/sat_05.transcendental.k1.smt2,unsat,0.06
metitarski/trigpoly-3510-2.smt2,unsat,0.04
dreal-conv/tests/kinematic_misc_3.smt2,timeout,1000
bmc/keymaera_nonlinear_diffcut.transcendental.k5.smt2,error: yices_smt2: /build/libpoly0-udZsPE/libpoly0-2.0/src/polynomial/coefficient.c:3054: coefficient_resolve_algebraic: Assertion `coefficient_is_univariate(A_alg)' failed. :: Command exited with non-zero status 21 :: 0.02,0.02
dreal-conv/flyspeck/381.smt2,timeout,1000
bmc/heater_10.transcendental.k4.smt2,unsat,2.61
bmc/sat_09.transcendental.k4.smt2,unsat,21.29
bmc/prajna_phd_thesis_2_4_1_page_31.transcendental.k1.smt2,sat,0.01
dreal-conv/flyspeck/598.smt2,timeout,1000
dreal-conv/flyspeck/856.smt2,timeout,1000
bmc/heater_06.transcendental.k10.smt2,timeout,1000
bmc/cfa_test0007.k0.smt2,unsat,0.01
dreal-conv/flyspeck/534.smt2,timeout,1000
bmc/heater_07.transcendental.k3.smt2,timeout,1000
metitarski/cos-3411-b.smt2,sat (delta),120.52
metitarski/exp-error-analysis-1.smt2,error: Command exited with non-zero status 1 :: 0.01,0.01
bmc/collin_goriely_page_60.transcendental.k0.smt2,unsat,0.01
metitarski/ArthanM2-sincos.smt2,timeout,1000
bmc/WBS_blue_faulty_arch2_01_p0.transcendental.k0.smt2,unsat,0.01
bmc/WBS_blue_faulty_arch4_02_p1.transcendental.k2.smt2,unsat,0.14
bmc/arrowsmith_and_place_fig_3_5c_page_79.transcendental.k4.smt2,unsat,131.56
metitarski/trigpoly-351-1a.smt2,timeout,1000
dreal-conv/flyspeck/708.smt2,timeout,1000
dreal-conv/flyspeck/443.smt2,timeout,1000
bmc/WBS_blue_faulty_arch2_02_p0.transcendental.k4.smt2,unsat,1.33
metitarski/sin-problem-4-weak.smt2,unsat,0.1
bmc/ben_sassi_girard_20104_moore_greitzer_jet.transcendental.k0.smt2,unsat,0.01
bmc/arrowsmith_and_place_fig_1_32_page_14.transcendental.k1.smt2,unsat,0.01
bmc/WBS_blue_faulty_arch2_03_p1.transcendental.k0.smt2,unsat,0.03
bmc/WBS_blue_faulty_arch2_01_p1.transcendental.k0.smt2,unsat,0.01
metitarski/ground-problem-4.smt2,unsat,0.01
metitarski/trigpoly-3515-2.smt2,unsat,1.27
dreal-conv/flyspeck/364.smt2,timeout,1000
bmc/arrowsmith_and_place_fig_3_9_page_83.transcendental.k0.smt2,unsat,0.01
bmc/dumortier_llibre_artes_ex_10_15_ii.transcendental.k3.smt2,timeout,1000
metitarski/Tunnel-3-VC-U.smt2,unsat,0.01
metitarski/asin-3abs.smt2,unsat,0.05
metitarski/ArthanM2.smt2,error: yices_smt2: /build/libpoly0-udZsPE/libpoly0-2.0/src/polynomial/coefficient.c:3054: coefficient_resolve_algebraic: Assertion `coefficient_is_univariate(A_alg)' failed. :: Command exited with non-zero status 21 :: 0.15,0.15
bmc/dumortier_llibre_artes_ex_10_11.transcendental.k4.smt2,timeout,1000
bmc/arrowsmith_and_place_fig_1_31_page_14.transcendental.k5.smt2,unsat,0.04
dreal-conv/flyspeck/205.smt2,timeout,1000
metitarski/log-problem-3-weak.smt2,unsat,0.03
metitarski/log-upper-10.smt2,unsat,0.02
metitarski/log-lower-5.smt2,unsat,0.02
dreal-conv/flyspeck/267.smt2,timeout,1000
bmc/stable_limit_cycle1.transcendental.k2.smt2,timeout,1000
dreal-conv/flyspeck/357.smt2,timeout,1000
metitarski/two-variable-problem-9.smt2,unsat,0.02
dreal-conv/tests/fedor_10.smt2,sat (delta),0.02
metitarski/sqrt-circles-1.smt2,unsat,0.03
dreal-conv/powersystems/dreal_file_2_5.smt2,error: Command exited with non-zero status 1 :: 0.94,0.94
metitarski/atan-problem-1.smt2,sat (delta),0.07
bmc/nav_05.transcendental.k4.smt2,unsat,0.03
metitarski/log-lower-zero.smt2,unsat,0.01
dreal-conv/flyspeck/522.smt2,timeout,1000
bmc/cfa_test0007.k3.smt2,unsat,0.01
dreal-conv/flyspeck/526.smt2,timeout,1000
bmc/tomlin_aircraft_roundabout_maneuver.k0.smt2,unsat,0.02
dreal-conv/tests/fedor_11.smt2,sat (delta),0.02
bmc/tomlin_aircraft_roundabout_maneuver.k1.smt2,sat (delta),0.09
dreal-conv/powersystems/dreal_file_1_5.smt2,sat (delta),0.11
dreal-conv/flyspeck/767.smt2,timeout,1000
metitarski/trigpoly-3514-2.smt2,error: Command exited with non-zero status 1 :: 9.42,9.42
dreal-conv/flyspeck/762.smt2,timeout,1000
dreal-conv/flyspeck/633.smt2,timeout,1000
dreal-conv/flyspeck/281.smt2,timeout,1000
dreal-conv/flyspeck/584.smt2,timeout,1000
dreal-conv/flyspeck/93.smt2,timeout,1000
dreal-conv/flyspeck/47.smt2,timeout,1000
bmc/nav_10.transcendental.k2.smt2,unsat,0.02
dreal-conv/flyspeck/475.smt2,timeout,1000
dreal-conv/flyspeck/192.smt2,timeout,1000
bmc/wiggins_ex_17_1_2.transcendental.k4.smt2,sat,0.02
dreal-conv/flyspeck/337.smt2,timeout,1000
metitarski/cos-3410-b.smt2,timeout,1000
metitarski/polypaver-sqrt43_A.smt2,unsat,0.02
dreal-conv/flyspeck/81.smt2,timeout,1000
bmc/heater_08.transcendental.k0.smt2,unsat,0.01
dreal-conv/flyspeck/774.smt2,sat (delta),202.56
dreal-conv/flyspeck/143.smt2,timeout,1000
bmc/heater_08.transcendental.k2.smt2,unsat,0.22
dreal-conv/flyspeck/75.smt2,timeout,1000
bmc/mirko_example_02.k3.smt2,unsat,0.09
bmc/cfa_test0010.k3.smt2,unsat,0.01
metitarski/log-upper-21.smt2,unsat,0.03
dreal-conv/tests/atan2_04.smt2,timeout,1000
dreal-conv/flyspeck/66.smt2,timeout,1000
metitarski/asin-8-sqrt2.smt2,timeout,1000
dreal-conv/flyspeck/225.smt2,timeout,1000
dreal-conv/flyspeck/99.smt2,timeout,1000
metitarski/tan-1-2var.smt2,sat (delta),0.3
dreal-conv/flyspeck/284.smt2,timeout,1000
dreal-conv/flyspeck/817.smt2,timeout,1000
bmc/synthetic_example1.transcendental.k0.smt2,unsat,0.01
metitarski/atan-problem-10.smt2,sat (delta),0.14
bmc/ben_sassi_girard_sankaranarayanan_2014_fitzhugh-nagumo.transcendental.k0.smt2,unsat,0.01
bmc/forsman_phd_ex_6_1_page_99.transcendental.k0.smt2,unsat,0.01
dreal-conv/flyspeck/694.smt2,timeout,1000
metitarski/sin-cos-problem-diff1a.smt2,unsat,0.85
dreal-conv/flyspeck/518.smt2,timeout,1000
dreal-conv/flyspeck/373.smt2,timeout,1000
dreal-conv/flyspeck/220.smt2,timeout,1000
metitarski/sqrt-problem-12.smt2,timeout,1000
bmc/nav_04.transcendental.k1.smt2,unsat,0.01
dreal-conv/flyspeck/372.smt2,timeout,1000
bmc/WBS_blue_faulty_arch2_03_p0.transcendental.k3.smt2,unsat,6.49
metitarski/log-upper-2.smt2,unsat,0.01
metitarski/cos-problem-2.smt2,unsat,0.06
metitarski/lotka-volterra-upper-Yrange.smt2,timeout,1000
metitarski/log-upper-23.smt2,unsat,0.02
bmc/wiggins_ex_17_1_2.transcendental.k1.smt2,sat,0.01
dreal-conv/flyspeck/533.smt2,timeout,1000
dreal-conv/flyspeck/838.smt2,timeout,1000
bmc/hamiltonian_system_1.transcendental.k4.smt2,sat (delta),0.04
dreal-conv/flyspeck/228.smt2,timeout,1000
dreal-conv/flyspeck/181.smt2,timeout,1000
dreal-conv/flyspeck/43.smt2,timeout,1000
dreal-conv/flyspeck/786.smt2,timeout,1000
dreal-conv/tests/kinematic_misc_15.smt2,error: yices_smt2: /build/libpoly0-udZsPE/libpoly0-2.0/src/number/value.c:958: lp_value_to_double: Assertion `0' failed. :: Command exited with non-zero status 21 :: 3.78,3.78
bmc/nav_15.transcendental.k0.smt2,unsat,0.01
metitarski/exp-log-problem-1.smt2,unsat,0.12
bmc/nav_10.transcendental.k0.smt2,unsat,0.01
dreal-conv/flyspeck/782.smt2,sat (delta),0.48
metitarski/sin-problem-10-3.smt2,timeout,1000
metitarski/exp-lower-13-sqrt-weak2.smt2,unsat,0.03
bmc/dumortier_llibre_artes_ex_10_15_ii.transcendental.k5.smt2,sat (delta),0.52
dreal-conv/tests/hansen_simple.smt2,unsat,1.58
metitarski/log-fun-ineq-a1.smt2,unsat,0.02
dreal-conv/flyspeck/141.smt2,timeout,1000
dreal-conv/flyspeck/478.smt2,timeout,1000
bmc/unstable_unit_circle1.transcendental.k1.smt2,sat (delta),0.03
dreal-conv/flyspeck/431.smt2,timeout,1000
bmc/dumortier_llibre_artes_ex_10_9.transcendental.k0.smt2,unsat,0.01
metitarski/atan-problem-2.smt2,timeout,1000
dreal-conv/flyspeck/35.smt2,timeout,1000
dreal-conv/tests/03.smt2,unsat,11.81
bmc/ben_sassi_girard_20104_moore_greitzer_jet.transcendental.k1.smt2,timeout,1000
dreal-conv/flyspeck/127.smt2,error: yices_smt2: /build/libpoly0-udZsPE/libpoly0-2.0/src/number/value.c:958: lp_value_to_double: Assertion `0' failed. :: Command exited with non-zero status 21 :: 3.25,3.25
bmc/WBS_blue_faulty_arch2_02_p0.transcendental.k5.smt2,unsat,0.7
bmc/cfa_test0007.k1.smt2,unsat,0.01
bmc/nav_03.transcendental.k5.smt2,unsat,0.04
bmc/heater_11.transcendental.k4.smt2,timeout,1000
bmc/cfa_test0007.k4.smt2,unsat,0.02
metitarski/trigpoly-351-2a.smt2,timeout,1000
metitarski/Tunnel-1-IL.smt2,unsat,0.02
metitarski/exp-problem-1.smt2,unsat,0.01
dreal-conv/flyspeck/77.smt2,timeout,1000
dreal-conv/flyspeck/658.smt2,timeout,1000
dreal-conv/tests/kinematic_misc_23.smt2,sat (delta),0.04
dreal-conv/flyspeck/64.smt2,timeout,1000
dreal-conv/flyspeck/651.smt2,timeout,1000
dreal-conv/flyspeck/577.smt2,timeout,1000
bmc/wiggins_ex_18_7_3_n.transcendental.k4.smt2,timeout,1000
metitarski/log-error-analysis-2-weak.smt2,unsat,0.04
metitarski/Tunnel-3-IL-L.smt2,unsat,0.01
dreal-conv/flyspeck/898.smt2,timeout,1000
metitarski/tan-2-2var-weak.smt2,error: yices_smt2: /build/libpoly0-udZsPE/libpoly0-2.0/src/polynomial/coefficient.c:3054: coefficient_resolve_algebraic: Assertion `coefficient_is_univariate(A_alg)' failed. :: Command exited with non-zero status 21 :: 0.06,0.06
metitarski/tan-3428a.smt2,sat (delta),0.01
metitarski/log-fun-ineq-f10.smt2,unsat,9.09
metitarski/log-upper-3.smt2,unsat,0.02
metitarski/trigpoly-3512-4.smt2,unsat,4.96
metitarski/atan-error-analysis-2.smt2,sat (delta),0.09
bmc/ahmadi_parrilo_kristic.transcendental.k4.smt2,sat,0.02
dreal-conv/flyspeck/369.smt2,timeout,1000
dreal-conv/flyspeck/36.smt2,timeout,1000
bmc/heater_15.transcendental.k1.smt2,unsat,0.03
metitarski/Nichols-Plot-Simple-Example-2.smt2,unsat,0.01
metitarski/atan-problem-1-sqrt-weak.smt2,timeout,1000
bmc/heater_10.transcendental.k2.smt2,unsat,0.09
bmc/dumortier_llibre_artes_ex_1_11a.transcendental.k1.smt2,sat,0.01
metitarski/Nichols-Plot-Disk-Drive-Meets-2-3.smt2,timeout,1000
metitarski/trigpoly-356-3b-sin2x.smt2,timeout,1000
dreal-conv/flyspeck/166.smt2,timeout,1000
bmc/nav_14.transcendental.k0.smt2,unsat,0.01
dreal-conv/flyspeck/871.smt2,timeout,1000
dreal-conv/powersystems/dreal_file_3_25.smt2,sat (delta),0.34
bmc/heater_01.transcendental.k2.smt2,unsat,0.08
bmc/sat_11.transcendental.k2.smt2,unsat,2.68
metitarski/log-error-analysis-3.smt2,sat (delta),0.02
bmc/WBS_blue_faulty_arch2_01_p0.transcendental.k1.smt2,unsat,0.04
dreal-conv/flyspeck/45.smt2,timeout,1000
bmc/sat_13.transcendental.k1.smt2,unsat,1.31
bmc/heater_04.transcendental.k3.smt2,unsat,0.92
metitarski/FOCUS.smt2,unsat,0.02
bmc/nav_20.transcendental.k3.smt2,unsat,0.03
metitarski/sin-cos-problem-diff4b.smt2,unsat,138.3
bmc/nav_19.transcendental.k5.smt2,timeout,1000
dreal-conv/tests/15.smt2,timeout,1000
dreal-conv/tests/kinematic_misc_29.smt2,timeout,1000
dreal-conv/flyspeck/568.smt2,timeout,1000
bmc/strogatz_ex_6_1_9_dipole.transcendental.k0.smt2,unsat,0.01
metitarski/tan-2-2var.smt2,error: yices_smt2: /build/libpoly0-udZsPE/libpoly0-2.0/src/polynomial/coefficient.c:3054: coefficient_resolve_algebraic: Assertion `coefficient_is_univariate(A_alg)' failed. :: Command exited with non-zero status 21 :: 0.07,0.07
dreal-conv/flyspeck/825.smt2,timeout,1000
bmc/WBS_blue_faulty_arch2_03_p0.transcendental.k10.smt2,unsat,20.16
dreal-conv/flyspeck/161.smt2,timeout,1000
bmc/sat_12.transcendental.k3.smt2,unsat,4.15
metitarski/sin-problem-11.smt2,unsat,0.02
dreal-conv/flyspeck/334.smt2,timeout,1000
bmc/heater_07.transcendental.k4.smt2,timeout,1000
bmc/dumortier_llibre_artes_ex_1_9a.transcendental.k1.smt2,sat,0.01
metitarski/polypaver-proval-cosine-abs.smt2,unsat,0.03
dreal-conv/flyspeck/846.smt2,timeout,1000
metitarski/sin-3426-3b.smt2,timeout,1000
bmc/darboux_christoffel_int_goriely_page_58.transcendental.k2.smt2,sat (delta),0.05
dreal-conv/flyspeck/183.smt2,timeout,1000
bmc/forsman_phd_ex_6_14_page_119.transcendental.k2.smt2,sat,0.01
metitarski/sin-cos-2var5.smt2,timeout,1000
bmc/dumortier_llibre_artes_ex_5_1_ii.transcendental.k0.smt2,unsat,0.01
metitarski/sin-344-3-weak.smt2,timeout,1000
